所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,001,,,,,,,法務本省共通費,,"129,182,742",0,0,0,"129,182,742"
,,002,,,,,,,基本法制整備費,,"122,782",0,0,0,"122,782"
,,003,,,,,,,司法制度改革推進費,,"16,637,143",0,0,0,"16,637,143"
,,004,,,,,,,日本司法支援センター運営費,,"14,521,593",0,0,0,"14,521,593"
,,005,,,,,,,検察企画調整費,,"44,221",0,0,0,"44,221"
,,006,,,,,,,矯正企画調整費,,"133,691",0,0,0,"133,691"
,,007,,,,,,,更生保護企画調整推進費,,"443,345",0,0,0,"443,345"
,,008,,,,,,,債権管理回収業審査監督費,,"9,725",0,0,0,"9,725"
,,009,,,,,,,人権擁護推進費,,"1,445,680",0,0,0,"1,445,680"
,,010,,,,,,,訟務費,,"1,838,257",0,0,0,"1,838,257"
,,011,,,,,,,出入国管理企画調整推進費,,"1,243,907",0,0,0,"1,243,907"
,,012,,,,,,,法務省施設費,,"21,148,114","19,495,953",0,"19,495,953","40,644,067"
,,,95,014,1,20,2,08,,施設施工旅費,"39,050","48,908",0,"48,908","87,958"
,,,95,014,1,20,3,09,,施設施工庁費,"133,169","38,235",0,"38,235","171,404"
,,,95,014,1,20,4,15,,施設整備費,"14,276,130","19,408,810",0,"19,408,810","33,684,940"
,,,95,014,1,20,4,15,,不動産購入費,"6,699,765",0,0,0,"6,699,765"
,,013,,,,,,,法務行政情報化推進費,,"1,535,112","164,453",0,"164,453","1,699,565"
,,,95,014,2,12,3,09,,情報処理業務庁費,"1,535,112","164,453",0,"164,453","1,699,565"
,法務総合研究所,,,,,,,,,,"2,012,857","10,404",0,"10,404","2,023,261"
,,021,,,,,,,法務総合研究所共通費,,"1,744,806","10,404",0,"10,404","1,755,210"
,,,95,014,2,12,3,09,,情報処理業務庁費,"35,759","10,404",0,"10,404","46,163"
,,,95,014,2,12,9,06,,諸謝金外7目,"1,709,047",0,0,0,"1,709,047"
,,022,,,,,,,法務調査研究費,,"42,120",0,0,0,"42,120"
,,023,,,,,,,国際協力推進費,,"225,931",0,0,0,"225,931"
,検察庁,,,,,,,,,,"107,929,581","114,172",0,"114,172","108,043,753"
,,031,,,,,,,検察官署共通費,,"99,669,114",0,0,0,"99,669,114"
,,032,,,,,,,検察費,,"4,999,304",0,0,0,"4,999,304"
,,033,,,,,,,検察運営費,,"3,261,163","114,172",0,"114,172","3,375,335"
,,,95,014,2,12,3,09,,検察業務庁費,"1,124,732","114,172",0,"114,172","1,238,904"
,,,95,014,2,12,9,06,,諸謝金外7目,"2,136,431",0,0,0,"2,136,431"
,矯正官署,,,,,,,,,,"231,814,692","1,680,011",0,"1,680,011","233,494,703"
,,041,,,,,,,矯正官署共通費,,"163,444,434",0,0,0,"163,444,434"
,,042,,,,,,,矯正管理業務費,,"6,046,572","1,380,603",0,"1,380,603","7,427,175"
,,,95,014,2,12,3,09,,矯正管理業務庁費,"4,965,817","1,380,603",0,"1,380,603","6,346,420"
,,,95,014,2,12,9,06,,諸謝金外5目,"1,080,755",0,0,0,"1,080,755"
,,043,,,,,,,矯正収容費,,"46,333,848","299,408",0,"299,408","46,633,256"
,,,95,014,2,12,3,09,,収容諸費,"22,463,012","299,408",0,"299,408","22,762,420"
,,,95,014,2,12,9,06,,諸謝金外18目,"23,870,836",0,0,0,"23,870,836"
,,044,,,,,,,矯正施設民間開放推進費,,"15,989,838",0,0,0,"15,989,838"
,法務局,,,,,,,,,,"125,870,566","113,735",0,"113,735","125,984,301"
,,061,,,,,,,法務局共通費,,"71,458,975",0,0,0,"71,458,975"
,,064,,,,,,,登記事務処理費,,"50,674,511","113,735",0,"113,735","50,788,246"
,,,95,014,2,12,3,09,,登記情報処理業務庁費,"33,752,928","113,735",0,"113,735","33,866,663"
,,,95,014,2,12,9,06,,諸謝金外6目,"16,921,583",0,0,0,"16,921,583"
,,062,,,,,,,国籍等事務処理費,,"1,921,948",0,0,0,"1,921,948"
,,063,,,,,,,人権擁護活動費,,"1,815,132",0,0,0,"1,815,132"
,地方入国管理官署,,,,,,,,,,"46,147,515","4,098,019",0,"4,098,019","50,245,534"
,,071,,,,,,,地方入国管理官署共通費,,"27,718,810",0,0,0,"27,718,810"
,,072,,,,,,,出入国管理業務費,,"18,428,705","4,098,019",0,"4,098,019","22,526,724"
,,,95,014,2,12,3,09,,情報処理業務庁費,"10,765,186","2,952,835",0,"2,952,835","13,718,021"
,,,95,014,2,12,3,09,,出入国管理業務庁費,"4,577,367","713,071",0,"713,071","5,290,438"
,,,95,014,2,12,3,09,,収容諸費,"1,281,908","432,113",0,"432,113","1,714,021"
,,,95,014,2,12,9,06,,諸謝金外10目,"1,804,244",0,0,0,"1,804,244"
,公安調査庁,,,,,,,,,,"14,273,211","368,258",0,"368,258","14,641,469"
,,091,,,,,,,公安調査庁共通費,,"12,196,269",0,0,0,"12,196,269"
,,092,,,,,,,破壊的団体等調査費,,"2,076,942","368,258",0,"368,258","2,445,200"
,,,95,014,2,12,3,09,,団体等調査業務庁費,"406,852","368,258",0,"368,258","775,110"
,,,95,014,2,12,9,06,,諸謝金外3目,"1,670,090",0,0,0,"1,670,090"
外務省,外務本省,,,,,,,,,,"570,020,972","24,767,025",0,"24,767,025","594,787,997"
,,001,,,,,,,外務本省共通費,,"54,667,282","275,368",0,"275,368","54,942,650"
,,,95,015,2,12,9,06,,諸謝金,"770,757","1,399",0,"1,399","772,156"
,,,95,015,2,12,2,08,,職員旅費,"1,627,497","16,265",0,"16,265","1,643,762"
,,,95,015,2,12,2,08,,文化人等派遣旅費,"174,189","3,253",0,"3,253","177,442"
,,,95,015,2,12,3,09,,庁費,"2,903,197","109,290",0,"109,290","3,012,487"
,,,95,015,2,12,3,09,,車両購入費,0,"145,161",0,"145,161","145,161"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外34目,"49,191,642",0,0,0,"49,191,642"
,,002,,,,,,,外務本省施設費,,"364,178","211,518",0,"211,518","575,696"
,,,95,015,1,20,4,15,,施設整備費,"356,498","211,518",0,"211,518","568,016"
,,,95,015,1,20,2,08,,施設施工旅費外1目,"7,680",0,0,0,"7,680"
,,003,,,,,,,地域別外交費,,"3,752,457","110,163",0,"110,163","3,862,620"
,,,95,015,2,12,9,06,,諸謝金,"502,584","110,163",0,"110,163","612,747"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外20目,"3,249,873",0,0,0,"3,249,873"
,,004,,,,,,,分野別外交費,,"16,927,639","89,883",0,"89,883","17,017,522"
,,,95,015,2,12,9,06,,諸謝金,"220,735","24,973",0,"24,973","245,708"
,,,95,015,2,12,2,08,,職員旅費,"332,840","39,040",0,"39,040","371,880"
,,,95,015,2,12,3,09,,庁費,"72,355","3,192",0,"3,192","75,547"
,,,95,015,2,12,3,09,,文化人等招へい費,"138,368","22,678",0,"22,678","161,046"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外20目,"16,163,341",0,0,0,"16,163,341"
,,005,,,,,,,広報文化交流及報道対策費,,"6,788,552",0,0,0,"6,788,552"
,,006,,,,,,,独立行政法人国際交流基金運営費,,"12,948,586","4,064,084",0,"4,064,084","17,012,670"
,,,95,015,2,30,5,16,,政府開発援助独立行政法人国際交流基金運営費交付金,"6,793,732",0,0,0,"6,793,732"
,,,95,015,2,30,5,16,,独立行政法人国際交流基金運営費交付金,"6,154,854","4,064,084",0,"4,064,084","10,218,938"
,,007,,,,,,,領事政策費,,"11,401,692","343,175",0,"343,175","11,744,867"
,,,95,015,2,12,3,09,,情報処理業務庁費,"3,029,493","175,626",0,"175,626","3,205,119"
,,,95,015,2,12,3,09,,啓発宣伝費,"32,061","167,549",0,"167,549","199,610"
,,,95,015,2,12,9,06,,諸謝金外10目,"8,340,138",0,0,0,"8,340,138"
,,008,,,,,,,経済協力費,,"164,277,402","10,299,795",0,"10,299,795","174,577,197"
,,,50,015,2,12,3,09,,政府開発援助啓発宣伝費,"119,398","99,795",0,"99,795","219,193"
,,,50,015,2,72,5,16,,政府開発援助経済開発等援助費,"162,904,000","10,200,000",0,"10,200,000","173,104,000"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外12目,"1,254,004",0,0,0,"1,254,004"
,,009,,,,,,,独立行政法人国際協力機構運営費,,"149,049,138","6,400,540",0,"6,400,540","155,449,678"
,,,50,015,2,30,5,16,,政府開発援助独立行政法人国際協力機構運営費交付金,"149,049,138","6,400,540",0,"6,400,540","155,449,678"
,,012,,,,,,,独立行政法人国際協力機構施設整備費,,"158,603",0,0,0,"158,603"
,,010,,,,,,,国際分担金其他諸費,,"149,685,443","2,972,499",0,"2,972,499","152,657,942"
,,,95,015,2,72,5,16,,国際機関等拠出金,"274,807","2,972,499",0,"2,972,499","3,247,306"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関分担金外8目,"149,410,636",0,0,0,"149,410,636"
,在外公館,,,,,,,,,,"143,990,498","266,920",0,"266,920","144,257,418"
,,021,,,,,,,在外公館共通費,,"130,816,349","90,477",0,"90,477","130,906,826"
,,,95,015,2,12,9,06,,諸謝金,"6,493,631","43,767",0,"43,767","6,537,398"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"5,165,243","34,813",0,"34,813","5,200,056"
,,,95,015,2,12,2,08,,在外職員等旅費,"1,424,620","6,626",0,"6,626","1,431,246"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,"1,133,377","5,271",0,"5,271","1,138,648"
,,,95,015,2,95,9,07,,褒賞品費外30目,"116,599,478",0,0,0,"116,599,478"
,,022,,,,,,,在外公館施設費,,"4,545,996",0,0,0,"4,545,996"
,,023,,,,,,,地域別外交費,,"809,190",0,0,0,"809,190"
,,024,,,,,,,分野別外交費,,"545,378","128,471",0,"128,471","673,849"
,,,95,015,2,12,9,06,,諸謝金,"119,628","105,282",0,"105,282","224,910"
,,,95,015,2,12,2,08,,在外職員等旅費,"63,114","19,456",0,"19,456","82,570"
,,,95,015,2,12,3,09,,庁費,"22,620","3,733",0,"3,733","26,353"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外7目,"340,016",0,0,0,"340,016"
,,025,,,,,,,広報文化交流及報道対策費,,"1,874,936",0,0,0,"1,874,936"
,,026,,,,,,,領事政策費,,"4,285,365","47,972",0,"47,972","4,333,337"
,,,95,015,2,12,9,06,,領事事務謝金,"2,377,846","47,972",0,"47,972","2,425,818"
,,,95,015,2,12,9,06,,在外選挙事務謝金外8目,"1,907,519",0,0,0,"1,907,519"
,,027,,,,,,,経済協力費,,"1,113,284",0,0,0,"1,113,284"
財務省,財務本省,,,,,,,,,,"24,820,564,091","533,202,690","△ 827,456,741","△ 294,254,051","24,526,310,040"
,,001,,,,,,,財務本省共通費,,"109,385,030",0,0,0,"109,385,030"
,,002,,,,,,,財務本省施設費,,"223,998",0,0,0,"223,998"
,,003,,,,,,,財政健全化推進費,,"10,685,663",0,0,0,"10,685,663"
,,004,,,,,,,税制企画立案費,,"164,705",0,0,0,"164,705"
,,005,,,,,,,資産債務管理費,,"2,207,471",0,0,0,"2,207,471"
,,008,,,,,,,国債費,,"22,834,121,370",0,"△ 417,456,741","△ 417,456,741","22,416,664,629"
,,,20,100,2,30,6,22,,普通国債等償還財源等国債整理基金特別会計へ繰入,"22,441,759,602",0,"△ 417,456,741","△ 417,456,741","22,024,302,861"
,,,20,100,2,12,9,06,,諸謝金外7目,"392,361,768",0,0,0,"392,361,768"
,,015,,,,,,,産業投資支出財政投融資特別会計へ繰入,,0,"259,000,000",0,"259,000,000","259,000,000"
,,,95,062,1,95,6,22,,産業投資支出財源財政投融資特別会計投資勘定へ繰入,0,"259,000,000",0,"259,000,000","259,000,000"
,,007,,,,,,,公務員宿舎施設費,,"6,206,819",0,0,0,"6,206,819"
,,014,,,,,,,特定国有財産整備費,,"617,346",0,0,0,"617,346"
,,016,,,,,,,特定国有財産整備諸費,,"5,085",0,0,0,"5,085"
,,009,,,,,,,貨幣製造及信用秩序制度等企画立案費,,"14,800,378",0,0,0,"14,800,378"
,,010,,,,,,,関税制度等企画立案費,,"1,356,520",0,0,0,"1,356,520"
,,011,,,,,,,経済協力費,,"77,290,463","85,700,000",0,"85,700,000","162,990,463"
,,,50,062,1,95,9,24,,政府開発援助独立行政法人国際協力機構有償資金協力部門出資金,"44,370,000","85,700,000",0,"85,700,000","130,070,000"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外9目,"32,920,463",0,0,0,"32,920,463"
,,012,,,,,,,政策金融費,,"70,317,431","61,300,000",0,"61,300,000","131,617,431"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"57,000,000","61,300,000",0,"61,300,000","118,300,000"
,,,95,062,2,40,5,16,,危機対応円滑化業務補助金外2目,"13,317,431",0,0,0,"13,317,431"
,,013,,,,,,,国家公務員共済組合連合会等助成費,,"70,481,812",0,0,0,"70,481,812"
,,064,,,,,,,復興事業費等東日本大震災復興特別会計へ繰入,,"572,700,000","127,202,690",0,"127,202,690","699,902,690"
,,,20,100,2,30,6,22,,決算剰余金復興債償還財源東日本大震災復興特別会計へ繰入,0,"127,202,690",0,"127,202,690","127,202,690"
,,,95,199,2,30,6,22,,東日本大震災復興特別会計へ繰入,"572,700,000",0,0,0,"572,700,000"
,,018,,,,,,,熊本地震復旧等予備費,,"700,000,000",0,"△ 410,000,000","△ 410,000,000","290,000,000"
,,,96,108,2,95,9,99,,(熊本地震復旧等予備費),"700,000,000",0,"△ 410,000,000","△ 410,000,000","290,000,000"
,,019,,,,,,,予備費,,"350,000,000",0,0,0,"350,000,000"
,税関,,,,,,,,,,"97,860,147","2,401,285",0,"2,401,285","100,261,432"
,,031,,,,,,,税関共通費,,"67,807,303",0,0,0,"67,807,303"
,,032,,,,,,,税関施設費,,"143,881",0,0,0,"143,881"
,,033,,,,,,,税関業務費,,"29,426,706","1,999,853",0,"1,999,853","31,426,559"
,,,95,017,2,12,3,09,,税関業務特別庁費,"19,241,566","1,999,853",0,"1,999,853","21,241,419"
,,,95,017,2,12,9,06,,諸謝金外15目,"10,185,140",0,0,0,"10,185,140"
,,034,,,,,,,船舶建造費,,"482,257","401,432",0,"401,432","883,689"
,,,95,017,1,20,4,15,,船舶建造費,"462,348","401,432",0,"401,432","863,780"
,,,95,017,1,20,2,08,,船舶建造旅費外1目,"19,909",0,0,0,"19,909"
文部科学省,文部科学本省,,,,,,,,,,"5,187,008,811","332,890,697",0,"332,890,697","5,519,899,508"
,,001,,,,,,,文部科学本省共通費,,"109,366,647",0,0,0,"109,366,647"
,,002,,,,,,,文部科学本省施設費,,"28,816",0,0,0,"28,816"
,,003,,,,,,,生涯学習振興費,,"18,682,163","2,267,458",0,"2,267,458","20,949,621"
,,,15,072,2,12,9,06,,諸謝金,"105,335",672,0,672,"106,007"
,,,15,072,2,12,2,08,,職員旅費,"20,927",333,0,333,"21,260"
,,,15,072,2,12,2,08,,委員等旅費,"78,622",818,0,818,"79,440"
,,,15,072,2,12,3,09,,庁費,"250,067",546,0,546,"250,613"
,,,15,072,2,12,5,14,,生涯学習振興事業委託費,"3,021,402","67,664",0,"67,664","3,089,066"
,,,15,071,1,92,5,16,,放送大学学園施設整備費補助金,"296,368","1,223,390",0,"1,223,390","1,519,758"
,,,15,072,2,81,5,16,,学校・家庭・地域連携協力推進事業費補助金,"6,747,482","970,785",0,"970,785","7,718,267"
,,,15,074,2,81,5,16,,公立社会教育施設災害復旧都道府県事務費交付金,0,"3,250",0,"3,250","3,250"
,,,15,072,2,12,2,08,,学芸員等外国研修旅費外4目,"8,161,960",0,0,0,"8,161,960"
,,004,,,,,,,独立行政法人国立科学博物館運営費,,"2,749,400","18,495",0,"18,495","2,767,895"
,,,13,073,2,30,5,16,,独立行政法人国立科学博物館運営費交付金,"2,749,400","18,495",0,"18,495","2,767,895"
,,005,,,,,,,独立行政法人国立女性教育会館運営費,,"524,024",0,0,0,"524,024"
,,060,,,,,,,独立行政法人国立女性教育会館施設整備費,,0,"272,339",0,"272,339","272,339"
,,,95,072,1,30,5,16,,独立行政法人国立女性教育会館施設整備費補助金,0,"272,339",0,"272,339","272,339"
,,006,,,,,,,初等中等教育等振興費,,"523,145,087","9,638,939",0,"9,638,939","532,784,026"
,,,15,071,2,84,5,16,,被災児童生徒就学支援等事業交付金,0,"1,075,109",0,"1,075,109","1,075,109"
,,,15,071,1,82,5,16,,認定こども園施設整備交付金,"3,003,244","8,563,830",0,"8,563,830","11,567,074"
,,,15,071,2,12,9,06,,諸謝金外35目,"520,141,843",0,0,0,"520,141,843"
,,007,,,,,,,独立行政法人国立青少年教育振興機構運営費,,"9,029,353",0,0,0,"9,029,353"
,,008,,,,,,,独立行政法人国立青少年教育振興機構施設整備費,,"184,515","511,233",0,"511,233","695,748"
,,,95,072,1,30,5,16,,独立行政法人国立青少年教育振興機構施設整備費補助金,"184,515","511,233",0,"511,233","695,748"
,,009,,,,,,,独立行政法人教員研修センター運営費,,"1,168,565",0,0,0,"1,168,565"
,,010,,,,,,,独立行政法人教員研修センター施設整備費,,"105,965",0,0,0,"105,965"
,,011,,,,,,,独立行政法人国立特別支援教育総合研究所運営費,,"1,142,919",0,0,0,"1,142,919"
,,012,,,,,,,独立行政法人国立特別支援教育総合研究所施設整備費,,"44,691","57,486",0,"57,486","102,177"
,,,13,073,1,30,5,16,,独立行政法人国立特別支援教育総合研究所施設整備費補助金,"44,691","57,486",0,"57,486","102,177"
,,013,,,,,,,義務教育費国庫負担金,,"1,527,058,000",0,0,0,"1,527,058,000"
,,014,,,,,,,高等教育振興費,,"51,579,859","4,897,581",0,"4,897,581","56,477,440"
,,,15,071,2,30,5,16,,国立大学法人設備整備費補助金,0,"4,897,581",0,"4,897,581","4,897,581"
,,,15,071,2,12,9,06,,諸謝金外15目,"51,579,859",0,0,0,"51,579,859"
,,015,,,,,,,独立行政法人大学改革支援・学位授与機構運営費,,"2,168,628",0,0,0,"2,168,628"
,,017,,,,,,,独立行政法人国立高等専門学校機構運営費,,"62,117,643","77,287",0,"77,287","62,194,930"
,,,15,071,2,30,5,16,,独立行政法人国立高等専門学校機構運営費交付金,"62,117,643","77,287",0,"77,287","62,194,930"
,,020,,,,,,,独立行政法人国立高等専門学校機構施設整備費,,"1,145,661","1,322,058",0,"1,322,058","2,467,719"
,,,15,071,1,30,5,16,,独立行政法人国立高等専門学校機構施設整備費補助金,"1,145,661","1,322,058",0,"1,322,058","2,467,719"
,,021,,,,,,,育英事業費,,"99,936,185","2,801,651",0,"2,801,651","102,737,836"
,,,16,071,2,71,5,16,,奨学金業務システム開発費補助金,0,"2,801,651",0,"2,801,651","2,801,651"
,,,16,071,2,71,5,16,,育英資金返還免除等補助金外2目,"99,936,185",0,0,0,"99,936,185"
,,022,,,,,,,私立学校振興費,,"554,745,741","45,804,935",0,"45,804,935","600,550,676"
,,,15,071,2,71,5,16,,私立大学等経常費補助金,"317,986,000","4,418,939",0,"4,418,939","322,404,939"
,,,15,071,2,71,5,16,,私立高等学校等経常費助成費補助金,"99,613,000","1,370,637",0,"1,370,637","100,983,637"
,,,15,071,1,92,5,16,,私立学校施設整備費補助金,"5,535,683","30,086,109",0,"30,086,109","35,621,792"
,,,15,074,1,92,5,16,,私立学校建物其他災害復旧費補助金,0,"9,929,250",0,"9,929,250","9,929,250"
,,,15,071,2,12,9,06,,諸謝金外10目,"131,611,058",0,0,0,"131,611,058"
,,023,,,,,,,科学技術・学術政策推進費,,"27,411,847","15,335,200",0,"15,335,200","42,747,047"
,,,13,073,2,82,5,16,,理科教育設備整備費等補助金,"2,033,458","335,200",0,"335,200","2,368,658"
,,,13,073,2,71,5,16,,地域産学官連携科学技術振興事業費補助金,"5,988,659","6,000,000",0,"6,000,000","11,988,659"
,,,13,073,1,92,5,16,,地域産学官連携科学技術振興拠点施設整備費補助金,0,"9,000,000",0,"9,000,000","9,000,000"
,,,13,073,2,12,9,06,,諸謝金外25目,"19,389,730",0,0,0,"19,389,730"
,,027,,,,,,,研究振興費,,"279,677,837","2,230,000",0,"2,230,000","281,907,837"
,,,13,073,1,92,5,16,,特定先端大型研究施設整備費補助金,0,"500,000",0,"500,000","500,000"
,,,13,073,2,71,5,16,,高性能汎用計算機高度利用事業費補助金,0,"1,730,000",0,"1,730,000","1,730,000"
,,,13,073,2,12,9,06,,諸謝金外11目,"279,677,837",0,0,0,"279,677,837"
,,028,,,,,,,国立大学法人施設整備費,,"46,132,339","25,780,505",0,"25,780,505","71,912,844"
,,,15,071,1,30,5,16,,国立大学法人施設整備費補助金,"41,338,581","19,681,672",0,"19,681,672","61,020,253"
,,,13,073,1,30,5,16,,国立大学法人先端研究等施設整備費補助金,"4,793,758","6,098,833",0,"6,098,833","10,892,591"
,,029,,,,,,,国立大学法人船舶建造費,,"2,242,611",0,0,0,"2,242,611"
,,030,,,,,,,国立大学法人運営費,,"1,094,545,795","2,471,611",0,"2,471,611","1,097,017,406"
,,,15,071,2,30,5,16,,国立大学法人運営費交付金,"1,094,545,795","2,471,611",0,"2,471,611","1,097,017,406"
,,031,,,,,,,独立行政法人日本学術振興会運営費,,"26,708,591",0,0,0,"26,708,591"
,,032,,,,,,,研究開発推進費,,"138,997,201","17,130,844",0,"17,130,844","156,128,045"
,,,13,073,2,30,5,16,,国立研究開発法人量子科学技術研究開発機構設備整備費補助金,0,"683,857",0,"683,857","683,857"
,,,13,073,2,30,5,16,,国立研究開発法人物質・材料研究機構設備整備費補助金,0,"500,000",0,"500,000","500,000"
,,,13,073,2,30,5,16,,国立研究開発法人海洋研究開発機構設備整備費補助金,0,"1,410,000",0,"1,410,000","1,410,000"
,,,13,073,2,30,5,16,,国際熱核融合実験炉研究開発費補助金,"12,411,455","3,126,987",0,"3,126,987","15,538,442"
,,,13,073,2,30,5,16,,国際宇宙ステーション開発費補助金,"34,689,429","5,400,000",0,"5,400,000","40,089,429"
,,,13,073,2,30,5,16,,基幹ロケット高度化推進費補助金,"359,138","5,900,000",0,"5,900,000","6,259,138"
,,,13,073,2,30,5,16,,核変換技術研究開発費補助金,"267,127","110,000",0,"110,000","377,127"
,,,13,073,2,12,9,06,,諸謝金外24目,"91,270,052",0,0,0,"91,270,052"
,,041,,,,,,,国立研究開発法人日本医療研究開発機構運営費,,"5,023,556",0,0,0,"5,023,556"
,,033,,,,,,,国立研究開発法人科学技術振興機構運営費,,"100,888,373",0,0,0,"100,888,373"
,,024,,,,,,,国立研究開発法人科学技術振興機構出資,,0,"12,000,000",0,"12,000,000","12,000,000"
,,,13,073,1,95,9,24,,国立研究開発法人科学技術振興機構出資金,0,"12,000,000",0,"12,000,000","12,000,000"
,,039,,,,,,,国立研究開発法人物質・材料研究機構運営費,,"12,020,623",0,0,0,"12,020,623"
,,040,,,,,,,国立研究開発法人物質・材料研究機構施設整備費,,0,"3,000,000",0,"3,000,000","3,000,000"
,,,13,073,1,30,5,16,,国立研究開発法人物質・材料研究機構施設整備費補助金,0,"3,000,000",0,"3,000,000","3,000,000"
,,042,,,,,,,国立研究開発法人量子科学技術研究開発機構運営費,,"21,557,994",0,0,0,"21,557,994"
,,043,,,,,,,国立研究開発法人量子科学技術研究開発機構施設整備費,,"4,723,759","2,689,471",0,"2,689,471","7,413,230"
,,,13,073,1,30,5,16,,国立研究開発法人量子科学技術研究開発機構施設整備費補助金,"4,723,759","2,689,471",0,"2,689,471","7,413,230"
,,044,,,,,,,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,,"106,777,165",0,0,0,"106,777,165"
,,066,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"1,068,835",0,0,0,"1,068,835"
,,045,,,,,,,国立研究開発法人日本原子力研究開発機構運営費,,"34,614,821",0,0,0,"34,614,821"
,,046,,,,,,,国立研究開発法人日本原子力研究開発機構施設整備費,,"1,029,823",0,0,0,"1,029,823"
,,047,,,,,,,国立研究開発法人宇宙航空研究開発機構運営費,,"105,342,777","13,162,104",0,"13,162,104","118,504,881"
,,,13,073,2,30,5,16,,国立研究開発法人宇宙航空研究開発機構運営費交付金,"105,342,777","13,162,104",0,"13,162,104","118,504,881"
,,048,,,,,,,国立研究開発法人宇宙航空研究開発機構施設整備費,,"1,368,471","3,492,223",0,"3,492,223","4,860,694"
,,,13,073,1,30,5,16,,国立研究開発法人宇宙航空研究開発機構施設整備費補助金,"1,368,471","3,492,223",0,"3,492,223","4,860,694"
,,034,,,,,,,南極地域観測事業費,,"6,408,327",0,0,0,"6,408,327"
,,036,,,,,,,国立研究開発法人海洋研究開発機構運営費,,"30,618,486",0,0,0,"30,618,486"
,,037,,,,,,,国立研究開発法人海洋研究開発機構施設整備費,,0,"3,143,803",0,"3,143,803","3,143,803"
,,,13,073,1,30,5,16,,国立研究開発法人海洋研究開発機構施設整備費補助金,0,"3,143,803",0,"3,143,803","3,143,803"
,,049,,,,,,,国立研究開発法人理化学研究所運営費,,"51,591,219",0,0,0,"51,591,219"
,,050,,,,,,,国立研究開発法人理化学研究所施設整備費,,0,"4,005,000",0,"4,005,000","4,005,000"
,,,13,073,1,30,5,16,,国立研究開発法人理化学研究所施設整備費補助金,0,"4,005,000",0,"4,005,000","4,005,000"
,,051,,,,,,,国立研究開発法人防災科学技術研究所運営費,,"7,021,088",0,0,0,"7,021,088"
,,052,,,,,,,国立研究開発法人防災科学技術研究所施設整備費,,0,"504,237",0,"504,237","504,237"
,,,13,073,1,30,5,16,,国立研究開発法人防災科学技術研究所施設整備費補助金,0,"504,237",0,"504,237","504,237"
,,054,,,,,,,公立文教施設整備費,,"71,240,500","160,276,237",0,"160,276,237","231,516,737"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費補助金,"27,880","1,021,782",0,"1,021,782","1,049,662"
,,,14,074,1,82,5,16,,公立社会教育施設災害復旧費補助金,0,"2,124,140",0,"2,124,140","2,124,140"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費負担金,"326,620","16,412,559",0,"16,412,559","16,739,179"
,,,14,071,1,82,5,16,,学校施設環境改善交付金,"28,188,000","140,717,756",0,"140,717,756","168,905,756"
,,,14,071,1,82,5,16,,北方領土隣接地域振興等事業補助率差額外1目,"42,698,000",0,0,0,"42,698,000"
,,057,,,,,,,文化振興費,,"878,500",0,0,0,"878,500"
,,058,,,,,,,国際交流・協力推進費,,"30,949,107",0,0,0,"30,949,107"
,,059,,,,,,,独立行政法人日本学生支援機構運営費,,"13,245,304",0,0,0,"13,245,304"
,スポーツ庁,,,,,,,,,,"25,964,910","15,960,328",0,"15,960,328","41,925,238"
,,101,,,,,,,スポーツ庁共通費,,"1,253,495",0,0,0,"1,253,495"
,,102,,,,,,,初等中等教育等振興費,,"10,577",0,0,0,"10,577"
,,103,,,,,,,私立学校振興費,,"90,000",0,0,0,"90,000"
,,104,,,,,,,スポーツ振興費,,"10,004,596","1,054,480",0,"1,054,480","11,059,076"
,,,13,073,2,92,5,16,,独立行政法人日本スポーツ振興センター研究設備整備費補助金,0,"1,054,480",0,"1,054,480","1,054,480"
,,,15,072,2,12,9,06,,諸謝金外14目,"10,004,596",0,0,0,"10,004,596"
,,105,,,,,,,スポーツ振興施設費,,"199,802","2,405,848",0,"2,405,848","2,605,650"
,,,13,073,1,20,2,08,,施設施工旅費,140,984,0,984,"1,124"
,,,13,073,1,20,3,09,,施設施工庁費,"199,662","1,830",0,"1,830","201,492"
,,,13,073,1,20,4,15,,施設整備費,0,"2,403,034",0,"2,403,034","2,403,034"
,,107,,,,,,,独立行政法人日本スポーツ振興センター運営費,,"14,086,242",0,0,0,"14,086,242"
,,108,,,,,,,独立行政法人日本スポーツ振興センター施設整備費,,"320,198",0,0,0,"320,198"
,,109,,,,,,,独立行政法人日本スポーツ振興センター出資,,0,"12,500,000",0,"12,500,000","12,500,000"
