所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,,44,051,1,20,4,00,,河川都市基盤整備事業費外2目,"12,976,516",0,0,0,"12,976,516"
,,017,,,,,,,下水道事業費,,"5,079,522",0,0,0,"5,079,522"
,,018,,,,,,,地球温暖化防止等対策費,,"11,720,724","150,000",0,"150,000","11,870,724"
,,,95,016,2,40,5,16,,住宅・建築物環境対策事業費補助金,"10,945,962","150,000",0,"150,000","11,095,962"
,,,95,016,2,12,9,06,,諸謝金外13目,"774,762",0,0,0,"774,762"
,,019,,,,,,,災害情報整備推進費,,"7,000",0,0,0,"7,000"
,,020,,,,,,,住宅・市街地防災対策費,,"750,962",0,0,0,"750,962"
,,021,,,,,,,市街地防災事業費,,"871,000",0,0,0,"871,000"
,,022,,,,,,,住宅防災事業費,,"111,420,000","30,500,000",0,"30,500,000","141,920,000"
,,,44,084,1,86,5,00,,住宅市街地総合整備促進事業費補助,"111,420,000","30,500,000",0,"30,500,000","141,920,000"
,,023,,,,,,,都市公園防災事業費,,"2,838,000",0,0,0,"2,838,000"
,,024,,,,,,,下水道防災事業費,,"200,000",0,0,0,"200,000"
,,025,,,,,,,水害・土砂災害対策費,,"266,473",0,0,0,"266,473"
,,026,,,,,,,河川管理施設整備費,,"104,707",0,0,0,"104,707"
,,353,,,,,,,河川整備事業費,,"413,949,586","72,913,000",0,"72,913,000","486,862,586"
,,,41,051,1,20,4,00,,河川改修費,"152,135,217","47,978,310",0,"47,978,310","200,113,527"
,,,41,051,1,20,4,00,,河川維持修繕費,"83,178,000","16,315,500",0,"16,315,500","99,493,500"
,,,41,051,1,20,4,00,,堰堤維持費,"41,708,737","3,477,000",0,"3,477,000","45,185,737"
,,,41,051,1,20,4,00,,河川総合開発事業費,"33,552,142","320,000",0,"320,000","33,872,142"
,,,41,051,1,20,4,00,,河川激甚災害対策特別緊急事業費,"14,336,000","3,419,000",0,"3,419,000","17,755,000"
,,,41,051,1,20,4,00,,堰堤改良費,"3,167,339","300,000",0,"300,000","3,467,339"
,,,41,051,1,20,4,00,,床上浸水対策特別緊急事業費,"4,791,000","225,000",0,"225,000","5,016,000"
,,,41,051,1,20,4,00,,営繕宿舎費,"1,830,021","288,190",0,"288,190","2,118,211"
,,,41,051,1,82,5,00,,河川激甚災害対策特別緊急事業費補助,"4,191,000","440,000",0,"440,000","4,631,000"
,,,41,051,1,82,5,00,,床上浸水対策特別緊急事業費補助,"8,142,000","150,000",0,"150,000","8,292,000"
,,,41,051,1,20,4,00,,流況調整河川事業費外8目,"66,918,130",0,0,0,"66,918,130"
,,354,,,,,,,多目的ダム建設事業費,,"65,497,426",0,0,0,"65,497,426"
,,355,,,,,,,総合流域防災事業費,,"6,341,600","1,182,015",0,"1,182,015","7,523,615"
,,,41,051,1,20,4,00,,総合流域防災対策事業費,"6,341,600","1,182,015",0,"1,182,015","7,523,615"
,,356,,,,,,,砂防事業費,,"83,997,896","9,795,000",0,"9,795,000","93,792,896"
,,,41,051,1,20,4,00,,砂防事業費,"61,976,728","8,177,000",0,"8,177,000","70,153,728"
,,,41,051,1,20,4,00,,地すべり対策事業費,"5,964,296","753,000",0,"753,000","6,717,296"
,,,41,051,1,20,4,00,,砂防管理費,"700,000","90,000",0,"90,000","790,000"
,,,41,051,1,20,4,00,,特定緊急砂防事業費,"13,323,000","348,000",0,"348,000","13,671,000"
,,,41,051,1,82,5,00,,特定緊急砂防事業費補助,"491,000","342,000",0,"342,000","833,000"
,,,41,051,1,82,5,00,,特定緊急地すべり対策事業費補助,"408,000","85,000",0,"85,000","493,000"
,,,41,051,1,20,4,00,,営繕宿舎費外3目,"1,134,872",0,0,0,"1,134,872"
,,027,,,,,,,急傾斜地崩壊対策等事業費,,"16,000",0,0,0,"16,000"
,,028,,,,,,,災害対策等緊急事業推進費,,"14,813,000",0,0,0,"14,813,000"
,,032,,,,,,,海岸事業費,,"21,239,890","3,293,000",0,"3,293,000","24,532,890"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"18,777,243","3,293,000",0,"3,293,000","22,070,243"
,,,41,051,1,20,4,00,,海岸維持管理費外2目,"2,462,647",0,0,0,"2,462,647"
,,033,,,,,,,公共交通等安全対策費,,"1,985,465",0,0,0,"1,985,465"
,,034,,,,,,,独立行政法人航空大学校運営費,,"2,111,639",0,0,0,"2,111,639"
,,035,,,,,,,独立行政法人航空大学校施設整備費,,"38,619","345,792",0,"345,792","384,411"
,,,95,063,1,30,5,16,,独立行政法人航空大学校施設整備費補助金,"38,619","345,792",0,"345,792","384,411"
,,036,,,,,,,鉄道安全対策事業費,,"4,786,000","6,245,000",0,"6,245,000","11,031,000"
,,,43,052,1,92,5,00,,鉄道施設総合安全対策事業費補助,"3,632,000","4,045,000",0,"4,045,000","7,677,000"
,,,43,051,1,92,5,00,,鉄道防災事業費補助,"1,030,000","368,000",0,"368,000","1,398,000"
,,,43,052,1,95,9,00,,独立行政法人日本高速道路保有・債務返済機構出資金,"124,000","1,832,000",0,"1,832,000","1,956,000"
,,037,,,,,,,道路交通安全対策費,,"300,443",0,0,0,"300,443"
,,357,,,,,,,道路交通安全対策事業費,,"428,230,000","53,311,000",0,"53,311,000","481,541,000"
,,,42,052,1,20,4,00,,道路更新防災対策事業費,"11,771,000","4,845,000",0,"4,845,000","16,616,000"
,,,42,052,1,20,4,00,,道路維持管理費,"242,331,000","34,770,000",0,"34,770,000","277,101,000"
,,,42,052,1,20,4,00,,道路整備営繕宿舎費,"1,146,000","455,000",0,"455,000","1,601,000"
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"52,260,000","9,239,000",0,"9,239,000","61,499,000"
,,,44,052,1,20,4,00,,交通事故重点対策道路事業費,"93,910,000","4,002,000",0,"4,002,000","97,912,000"
,,,44,052,1,20,4,00,,交通連携道路事業費外5目,"26,812,000",0,0,0,"26,812,000"
,,038,,,,,,,総合的物流体系整備推進費,,"2,277,458",0,0,0,"2,277,458"
,,040,,,,,,,港湾事業費,,"176,615,356","33,141,000",0,"33,141,000","209,756,356"
,,,43,052,1,20,4,00,,港湾改修費,"146,045,301","30,141,000",0,"30,141,000","176,186,301"
,,,43,052,1,20,4,00,,港湾事業調査費,"494,000","200,000",0,"200,000","694,000"
,,,43,052,1,82,5,00,,港湾改修費補助,"10,233,550","2,800,000",0,"2,800,000","13,033,550"
,,,43,052,1,20,4,00,,貸付国有港湾施設整備事業費外7目,"19,842,505",0,0,0,"19,842,505"
,,358,,,,,,,エネルギー・鉄鋼港湾施設工事費,,"920,214",0,0,0,"920,214"
,,046,,,,,,,景観形成推進費,,"249,000",0,0,0,"249,000"
,,359,,,,,,,地域連携道路事業費,,"540,021,000","108,080,000",0,"108,080,000","648,101,000"
,,,42,052,1,20,4,00,,地域連携道路事業費,"461,567,000","89,545,000",0,"89,545,000","551,112,000"
,,,42,052,1,20,4,00,,道路調査費,"4,801,000","2,780,000",0,"2,780,000","7,581,000"
,,,42,052,1,82,5,00,,地域連携道路事業費補助,"46,518,000","15,755,000",0,"15,755,000","62,273,000"
,,,42,052,1,20,4,00,,営繕宿舎費外4目,"27,135,000",0,0,0,"27,135,000"
,,048,,,,,,,整備新幹線建設推進高度化等事業費,,"2,445,000",0,0,0,"2,445,000"
,,049,,,,,,,整備新幹線整備事業費,,"75,450,000",0,0,0,"75,450,000"
,,360,,,,,,,空港整備事業費自動車安全特別会計へ繰入,,"8,240,746","11,415,000",0,"11,415,000","19,655,746"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"8,240,746","11,415,000",0,"11,415,000","19,655,746"
,,051,,,,,,,北海道空港整備事業費自動車安全特別会計へ繰入,,"1,955,000","539,000",0,"539,000","2,494,000"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"1,955,000","539,000",0,"539,000","2,494,000"
,,052,,,,,,,離島空港整備事業費自動車安全特別会計へ繰入,,"302,000",0,0,0,"302,000"
,,053,,,,,,,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,,"27,038,256",0,0,0,"27,038,256"
,,054,,,,,,,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,,"7,867,000",0,0,0,"7,867,000"
,,055,,,,,,,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,,"1,201,000",0,0,0,"1,201,000"
,,056,,,,,,,都市・地域づくり推進費,,"1,738,225","20,000",0,"20,000","1,758,225"
,,,95,016,2,12,3,09,,都市・地域づくり推進調査費,"351,376","20,000",0,"20,000","371,376"
,,,95,016,2,12,9,06,,諸謝金外12目,"1,386,849",0,0,0,"1,386,849"
,,057,,,,,,,都市再生・地域再生整備事業費,,"30,560,422","7,800,000",0,"7,800,000","38,360,422"
,,,44,052,1,82,5,00,,都市再生推進事業費補助,"8,998,422","7,800,000",0,"7,800,000","16,798,422"
,,,44,052,1,20,4,00,,都市開発事業調査費外3目,"21,562,000",0,0,0,"21,562,000"
,,058,,,,,,,鉄道網整備推進費,,"366,160",0,0,0,"366,160"
,,059,,,,,,,鉄道網整備事業費,,"18,935,000","6,335,000",0,"6,335,000","25,270,000"
,,,43,052,1,92,5,00,,都市鉄道整備事業費補助,"2,160,000","5,487,000",0,"5,487,000","7,647,000"
,,,43,052,1,92,5,00,,鉄道駅総合改善事業費補助,"1,498,000","848,000",0,"848,000","2,346,000"
,,,43,052,1,92,5,00,,幹線鉄道等活性化事業費補助外1目,"15,277,000",0,0,0,"15,277,000"
,,060,,,,,,,地域公共交通維持・活性化推進費,,"23,061,118","1,126,259",0,"1,126,259","24,187,377"
,,,95,063,2,40,5,16,,地域公共交通確保維持改善事業費補助金,"22,642,954","1,126,259",0,"1,126,259","23,769,213"
,,,95,016,2,12,9,06,,諸謝金外3目,"418,164",0,0,0,"418,164"
,,096,,,,,,,独立行政法人鉄道建設・運輸施設整備支援機構運営費,,"265,653",0,0,0,"265,653"
,,061,,,,,,,都市・地域交通整備事業費,,"600,000",0,0,0,"600,000"
,,062,,,,,,,道路交通円滑化推進費,,"140,629","10,500,000",0,"10,500,000","10,640,629"
,,,95,016,2,12,3,09,,道路交通円滑化推進調査費,"140,629",0,0,0,"140,629"
,,,95,016,2,40,5,16,,高速道路通行者負担軽減補助金,0,"10,500,000",0,"10,500,000","10,500,000"
,,361,,,,,,,道路交通円滑化事業費,,"216,945,000","54,548,000",0,"54,548,000","271,493,000"
,,,42,052,1,20,4,00,,道路交通円滑化事業費,"209,008,000","53,294,000",0,"53,294,000","262,302,000"
,,,42,052,1,82,5,00,,道路交通円滑化事業費補助,"4,796,000","1,254,000",0,"1,254,000","6,050,000"
,,,42,052,1,20,4,00,,営繕宿舎費外3目,"3,141,000",0,0,0,"3,141,000"
,,066,,,,,,,社会資本整備・管理効率化推進費,,"1,413,390","127,530",0,"127,530","1,540,920"
,,,95,016,2,12,3,09,,社会資本整備・管理効率化推進調査費,"587,707","127,530",0,"127,530","715,237"
,,,95,016,2,12,9,06,,諸謝金外11目,"825,683",0,0,0,"825,683"
,,067,,,,,,,不動産市場整備等推進費,,"4,521,451",0,0,0,"4,521,451"
,,068,,,,,,,建設市場整備推進費,,"884,106","249,683",0,"249,683","1,133,789"
,,,95,016,2,12,2,08,,職員旅費,"59,160","5,342",0,"5,342","64,502"
,,,95,016,2,12,3,09,,建設市場整備推進調査費,"775,238","244,341",0,"244,341","1,019,579"
,,,95,016,2,12,9,06,,諸謝金外4目,"49,708",0,0,0,"49,708"
,,069,,,,,,,国土交通統計調査費,,"873,564",0,0,0,"873,564"
,,070,,,,,,,国土調査費,,"7,683,709","2,960,040",0,"2,960,040","10,643,749"
,,,95,016,2,12,3,09,,測量庁費,"794,114","442,040",0,"442,040","1,236,154"
,,,95,059,2,81,5,16,,地籍調査費負担金,"6,800,000","2,518,000",0,"2,518,000","9,318,000"
,,,95,016,2,12,9,06,,諸謝金外4目,"89,595",0,0,0,"89,595"
,,130,,,,,,,自動車運送業市場環境整備推進費,,"76,388",0,0,0,"76,388"
,,071,,,,,,,海事産業市場整備等推進費,,"1,599,134","168,300",0,"168,300","1,767,434"
,,,95,016,2,12,3,09,,海事産業市場整備等推進調査費,"372,446","78,300",0,"78,300","450,746"
,,,13,054,2,40,5,16,,海事産業関連技術研究開発費補助金,"705,871","90,000",0,"90,000","795,871"
,,,95,016,2,12,9,06,,諸謝金外14目,"520,817",0,0,0,"520,817"
,,074,,,,,,,独立行政法人海技教育機構運営費,,"7,405,915",0,0,0,"7,405,915"
,,075,,,,,,,独立行政法人海技教育機構施設整備費,,"78,814","271,568",0,"271,568","350,382"
,,,95,063,1,30,5,16,,独立行政法人海技教育機構施設整備費補助金,"78,814","271,568",0,"271,568","350,382"
,,076,,,,,,,国土形成推進費,,"926,547",0,0,0,"926,547"
,,280,,,,,,,社会資本総合整備事業費,,"1,880,320,000","395,291,000",0,"395,291,000","2,275,611,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"832,398,000","153,248,000",0,"153,248,000","985,646,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"1,047,922,000","242,043,000",0,"242,043,000","1,289,965,000"
,,282,,,,,,,官民連携基盤整備推進調査費,,"357,000",0,0,0,"357,000"
,,080,,,,,,,地理空間情報整備・活用推進費,,"270,915",0,0,0,"270,915"
,,081,,,,,,,離島振興費,,"4,307,826","1,500,000",0,"1,500,000","5,807,826"
,,,95,016,2,81,5,16,,離島活性化交付金,"1,150,000","650,000",0,"650,000","1,800,000"
,,,95,199,2,81,5,16,,奄美群島振興交付金,"2,050,000","370,000",0,"370,000","2,420,000"
,,,95,059,1,82,5,00,,小笠原諸島振興開発事業費補助,"914,000","480,000",0,"480,000","1,394,000"
,,,95,016,2,12,9,06,,諸謝金外4目,"193,826",0,0,0,"193,826"
,,083,,,,,,,離島振興事業費,,"62,268,670","6,114,000",0,"6,114,000","68,382,670"
,,,41,051,1,82,5,00,,治山事業費補助,"723,000","70,000",0,"70,000","793,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"1,022,000","218,000",0,"218,000","1,240,000"
,,,46,052,1,82,5,00,,農業生産基盤整備事業費補助,"4,036,000","603,000",0,"603,000","4,639,000"
,,,46,052,1,82,5,00,,水産基盤整備事業費補助,"12,143,000","1,647,000",0,"1,647,000","13,790,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"16,135,000","1,434,000",0,"1,434,000","17,569,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"10,327,000","2,142,000",0,"2,142,000","12,469,000"
,,,41,051,1,20,4,00,,国有林野内治山事業費外11目,"17,882,670",0,0,0,"17,882,670"
,,085,,,,,,,北海道総合開発推進費,,"377,512",0,0,0,"377,512"
,,086,,,,,,,北海道開発事業費,,"470,938,190","95,125,985",0,"95,125,985","566,064,175"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"3,182,839","527,000",0,"527,000","3,709,839"
,,,41,051,1,20,4,00,,河川改修費,"36,291,742","8,057,000",0,"8,057,000","44,348,742"
,,,41,051,1,20,4,00,,河川維持修繕費,"10,079,000","1,408,000",0,"1,408,000","11,487,000"
,,,41,051,1,20,4,00,,堰堤維持費,"6,189,786","210,000",0,"210,000","6,399,786"
,,,41,051,1,20,4,00,,総合流域防災対策事業費,"429,400","27,985",0,"27,985","457,385"
,,,41,051,1,20,4,00,,砂防事業費,"3,689,697","424,000",0,"424,000","4,113,697"
,,,42,052,1,20,4,00,,道路更新防災対策事業費,"6,925,000","1,615,000",0,"1,615,000","8,540,000"
,,,42,052,1,20,4,00,,地域連携道路事業費,"83,263,000","3,885,000",0,"3,885,000","87,148,000"
,,,42,052,1,20,4,00,,道路維持管理費,"73,131,000","3,909,000",0,"3,909,000","77,040,000"
,,,42,052,1,20,4,00,,道路整備営繕宿舎費,"441,000","64,000",0,"64,000","505,000"
,,,43,052,1,20,4,00,,港湾改修費,"13,677,994","2,160,000",0,"2,160,000","15,837,994"
,,,44,051,1,20,4,00,,総合水系環境整備事業費,"715,000","63,000",0,"63,000","778,000"
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"10,437,000","1,070,000",0,"1,070,000","11,507,000"
,,,44,052,1,20,4,00,,交通事故重点対策道路事業費,"7,172,000","1,460,000",0,"1,460,000","8,632,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"2,025,000","312,000",0,"312,000","2,337,000"
,,,45,052,1,20,4,00,,国営公園維持管理費,"944,149","130,000",0,"130,000","1,074,149"
,,,45,052,1,20,4,00,,民族共生公園整備費,"90,000","680,000",0,"680,000","770,000"
,,,46,052,1,20,4,00,,かんがい排水事業費,"27,469,929","7,600,000",0,"7,600,000","35,069,929"
,,,46,052,1,20,4,00,,農用地再編整備事業費,"13,176,463","14,090,000",0,"14,090,000","27,266,463"
,,,46,052,1,20,4,00,,総合農地防災事業費,"2,977,635","2,710,000",0,"2,710,000","5,687,635"
,,,46,052,1,20,4,00,,特定漁港漁場整備費,"12,979,387","1,020,000",0,"1,020,000","13,999,387"
,,,42,052,1,20,4,00,,道路調査費,"36,000","345,000",0,"345,000","381,000"
,,,41,051,1,82,5,00,,治山事業費補助,"2,687,000","346,000",0,"346,000","3,033,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"1,896,000","3,997,000",0,"3,997,000","5,893,000"
,,,46,052,1,82,5,00,,農業競争力強化基盤整備事業費補助,"12,535,936","19,224,000",0,"19,224,000","31,759,936"
,,,46,052,1,82,5,00,,農村地域防災減災事業費補助,"716,000","338,000",0,"338,000","1,054,000"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"5,979,000","2,648,000",0,"2,648,000","8,627,000"
,,,46,052,1,82,5,00,,水産基盤整備事業費補助,"8,869,000","2,746,000",0,"2,746,000","11,615,000"
,,,45,086,1,82,5,00,,循環型社会形成推進交付金,"1,442,000","1,100,000",0,"1,100,000","2,542,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"35,384,000","1,818,000",0,"1,818,000","37,202,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"37,853,000","11,142,000",0,"11,142,000","48,995,000"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費外33目,"48,253,233",0,0,0,"48,253,233"
,,089,,,,,,,北海道特定特別総合開発事業推進費,,"4,443,000",0,0,0,"4,443,000"
,,091,,,,,,,技術研究開発推進費,,"1,304,016",0,0,0,"1,304,016"
,,092,,,,,,,国立研究開発法人土木研究所運営費,,"8,665,204",0,0,0,"8,665,204"
,,093,,,,,,,国立研究開発法人土木研究所施設整備費,,"422,042","2,228,520",0,"2,228,520","2,650,562"
,,,13,054,1,30,5,16,,国立研究開発法人土木研究所施設整備費補助金,"422,042","2,228,520",0,"2,228,520","2,650,562"
,,094,,,,,,,国立研究開発法人建築研究所運営費,,"1,760,888",0,0,0,"1,760,888"
,,095,,,,,,,国立研究開発法人建築研究所施設整備費,,"79,605","220,680",0,"220,680","300,285"
,,,13,054,1,30,5,16,,国立研究開発法人建築研究所施設整備費補助金,"79,605","220,680",0,"220,680","300,285"
,,099,,,,,,,国立研究開発法人海上・港湾・航空技術研究所運営費,,"5,276,818",0,0,0,"5,276,818"
,,100,,,,,,,国立研究開発法人海上・港湾・航空技術研究所施設整備費,,"170,772","328,418",0,"328,418","499,190"
,,,13,054,1,30,5,16,,国立研究開発法人海上・港湾・航空技術研究所施設整備費補助金,"170,772","328,418",0,"328,418","499,190"
,,367,,,,,,,独立行政法人自動車技術総合機構運営費,,"763,089",0,0,0,"763,089"
,,105,,,,,,,情報化推進費,,"2,488,342",0,0,0,"2,488,342"
,,106,,,,,,,国際協力費,,"1,376,861","103,203",0,"103,203","1,480,064"
,,,95,016,2,12,3,09,,庁費,"135,942","33,129",0,"33,129","169,071"
,,,95,016,2,12,5,14,,経済協力調査委託費,"875,804","70,074",0,"70,074","945,878"
,,,95,016,2,12,9,06,,諸謝金外9目,"365,115",0,0,0,"365,115"
,,107,,,,,,,官庁施設保全等推進費,,"138,055",0,0,0,"138,055"
,,108,,,,,,,官庁営繕費,,"17,724,684","1,981,538",0,"1,981,538","19,706,222"
,,,95,016,1,20,2,08,,施設施工旅費,"67,440","18,919",0,"18,919","86,359"
,,,95,016,1,20,3,09,,施設施工庁費,"1,245,306","191,078",0,"191,078","1,436,384"
,,,95,016,1,20,4,15,,施設整備費,"12,352,296","1,771,541",0,"1,771,541","14,123,837"
,,,95,016,1,20,4,15,,不動産購入費,"4,059,642",0,0,0,"4,059,642"
,,362,,,,,,,附帯工事費,,"20,998,000",0,0,0,"20,998,000"
,,348,,,,,,,受託工事費,,"66,494,000",0,0,0,"66,494,000"
,,363,,,,,,,電気事業者等工事費負担金還付金,,"175,728",0,0,0,"175,728"
,,273,,,,,,,治水海岸事業調査諸費,,"149,722",0,0,0,"149,722"
,,272,,,,,,,水資源開発事業調査諸費,,"1,416",0,0,0,"1,416"
,,364,,,,,,,道路整備事業調査諸費,,"68,526",0,0,0,"68,526"
,,365,,,,,,,港湾事業調査諸費,,"82,346",0,0,0,"82,346"
,,275,,,,,,,都市開発事業調査諸費,,"25,578",0,0,0,"25,578"
,,366,,,,,,,都市水環境整備事業調査諸費,,"6,649",0,0,0,"6,649"
,,276,,,,,,,住宅建設事業調査諸費,,"103,330",0,0,0,"103,330"
,,277,,,,,,,国営公園等事業調査諸費,,"32,664",0,0,0,"32,664"
,,278,,,,,,,下水道事業調査諸費,,"95,478",0,0,0,"95,478"
,,109,,,,,,,河川等災害復旧事業費,,"42,097,928","166,770,662",0,"166,770,662","208,868,590"
,,,49,053,1,20,4,00,,河川等災害復旧費,"11,017,369","2,210,341",0,"2,210,341","13,227,710"
,,,49,053,1,20,4,00,,道路災害復旧費,"1,036,987","25,927,564",0,"25,927,564","26,964,551"
,,,49,053,1,20,4,00,,港湾災害復旧費,"488,572","5,815,757",0,"5,815,757","6,304,329"
,,,49,053,1,82,5,00,,都市災害復旧事業費補助,"150,000","7,240,000",0,"7,240,000","7,390,000"
,,,49,053,1,82,5,00,,河川等災害復旧事業費補助,"28,654,000","123,589,000",0,"123,589,000","152,243,000"
,,,49,053,1,82,5,00,,港湾施設災害復旧事業費補助,"751,000","1,988,000",0,"1,988,000","2,739,000"
,,284,,,,,,,有料道路災害復旧事業費,,0,"34,195,000",0,"34,195,000","34,195,000"
,,,49,053,1,92,5,00,,独立行政法人日本高速道路保有・債務返済機構有料道路災害復旧事業費補助,0,"34,195,000",0,"34,195,000","34,195,000"
,,285,,,,,,,住宅施設災害復旧事業費,,"100,000","2,588,000",0,"2,588,000","2,688,000"
,,,49,088,1,86,5,00,,住宅施設災害復旧事業費補助,"100,000","2,588,000",0,"2,588,000","2,688,000"
,,110,,,,,,,河川等災害関連事業費,,"10,907,306","10,766,000",0,"10,766,000","21,673,306"
,,,49,053,1,82,5,00,,河川等災害関連事業費補助,"1,166,000","3,322,000",0,"3,322,000","4,488,000"
,,,49,053,1,82,5,00,,河川等災害復旧助成事業費補助,"1,269,000","2,147,000",0,"2,147,000","3,416,000"
,,,49,053,1,82,5,00,,災害関連緊急砂防等事業費補助,"2,757,000","5,192,000",0,"5,192,000","7,949,000"
,,,49,053,1,82,5,00,,港湾施設災害関連事業費補助,"2,000","105,000",0,"105,000","107,000"
,,,49,053,1,20,4,00,,河川等大規模災害関連事業費外2目,"5,713,306",0,0,0,"5,713,306"
,,112,,,,,,,自動車重量税業務取扱費自動車安全特別会計へ繰入,,"308,596",0,0,0,"308,596"
,,113,,,,,,,北海道農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"1,697,674",0,0,0,"1,697,674"
,,115,,,,,,,離島農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"809,000",0,0,0,"809,000"
,国土技術政策総合研究所,,,,,,,,,,"5,116,372","489,980",0,"489,980","5,606,352"
,,131,,,,,,,国土技術政策総合研究所共通費,,"3,185,027",0,0,0,"3,185,027"
,,132,,,,,,,国土技術政策総合研究所施設費,,"66,090","489,980",0,"489,980","556,070"
,,,13,054,1,20,4,15,,施設整備費,"66,090","489,980",0,"489,980","556,070"
,,133,,,,,,,技術研究開発推進費,,"491,734",0,0,0,"491,734"
,,136,,,,,,,治水海岸事業工事諸費,,"624,890",0,0,0,"624,890"
,,137,,,,,,,道路整備事業工事諸費,,"533,230",0,0,0,"533,230"
,,138,,,,,,,港湾空港整備事業工事諸費,,"215,401",0,0,0,"215,401"
,国土地理院,,,,,,,,,,"9,514,059","240,000",0,"240,000","9,754,059"
,,141,,,,,,,国土地理院共通費,,"5,350,777",0,0,0,"5,350,777"
,,142,,,,,,,国土地理院施設費,,"120,000","240,000",0,"240,000","360,000"
,,,95,016,1,20,4,15,,施設整備費,"120,000","240,000",0,"240,000","360,000"
,,143,,,,,,,災害情報整備推進費,,"506,266",0,0,0,"506,266"
,,144,,,,,,,地理空間情報整備・活用等推進費,,"3,443,009",0,0,0,"3,443,009"
,,145,,,,,,,技術研究開発推進費,,"94,007",0,0,0,"94,007"
,地方整備局,,,,,,,,,,"245,991,946","641,141",0,"641,141","246,633,087"
,,161,,,,,,,地方整備局共通費,,"33,159,688",0,0,0,"33,159,688"
,,163,,,,,,,地方整備推進費,,"931,234",0,0,0,"931,234"
,,167,,,,,,,治水海岸事業工事諸費,,"95,133,262",0,0,0,"95,133,262"
,,168,,,,,,,道路整備事業工事諸費,,"84,724,244",0,0,0,"84,724,244"
,,169,,,,,,,港湾空港整備事業工事諸費,,"18,962,032",0,0,0,"18,962,032"
,,170,,,,,,,都市環境整備事業工事諸費,,"10,936,835",0,0,0,"10,936,835"
,,164,,,,,,,国営公園事業工事諸費,,"1,816,653",0,0,0,"1,816,653"
,,165,,,,,,,河川等災害復旧事業等工事諸費,,"327,998","641,141",0,"641,141","969,139"
,,,49,053,1,20,1,04,,超過勤務手当,"115,924","226,596",0,"226,596","342,520"
,,,49,053,1,20,2,08,,日額旅費,"19,708","38,524",0,"38,524","58,232"
,,,49,053,1,20,3,09,,工事雑費,"192,366","376,021",0,"376,021","568,387"
,北海道開発局,,,,,,,,,,"54,231,944","846,866",0,"846,866","55,078,810"
,,171,,,,,,,北海道開発局共通費,,"8,995,828",0,0,0,"8,995,828"
,,172,,,,,,,北海道開発局施設費,,"210,746","833,669",0,"833,669","1,044,415"
,,,95,059,1,20,2,08,,施設施工旅費,114,967,0,967,"1,081"
,,,95,059,1,20,3,09,,施設施工庁費,"8,317","68,472",0,"68,472","76,789"
,,,95,059,1,20,4,15,,施設整備費,"202,315","749,380",0,"749,380","951,695"
,,,95,059,1,94,4,15,,不動産購入費,0,"14,850",0,"14,850","14,850"
,,173,,,,,,,北海道開発行政推進費,,"252,466",0,0,0,"252,466"
,,174,,,,,,,北海道治水海岸事業工事諸費,,"10,310,000",0,0,0,"10,310,000"
,,183,,,,,,,北海道道路整備事業工事諸費,,"18,852,000",0,0,0,"18,852,000"
,,176,,,,,,,北海道港湾空港整備事業工事諸費,,"3,487,000",0,0,0,"3,487,000"
,,177,,,,,,,北海道都市環境整備事業工事諸費,,"1,656,000",0,0,0,"1,656,000"
,,179,,,,,,,北海道国営公園等事業工事諸費,,"90,865",0,0,0,"90,865"
,,180,,,,,,,北海道農業生産基盤整備事業等工事諸費,,"10,357,271",0,0,0,"10,357,271"
,,182,,,,,,,北海道災害復旧事業等工事諸費,,"19,768","13,197",0,"13,197","32,965"
,,,49,053,1,20,1,04,,超過勤務手当,"6,671","4,453",0,"4,453","11,124"
,,,49,053,1,20,2,08,,日額旅費,"2,637","1,761",0,"1,761","4,398"
,,,49,053,1,20,3,09,,工事雑費,"10,460","6,983",0,"6,983","17,443"
,観光庁,,,,,,,,,,"20,845,416","20,000,000",0,"20,000,000","40,845,416"
