所管,組織,,,,,,,,                             項目,,"平成30年度
成立予算額(千円)",補正要求,,,"改平成30年度
予算額(千円)"
,,,,,,,,,,,,追加額(千円),修正減少額(千円),差引額(千円),
,,,43,052,1,20,4,00,,港湾改修費,"153,104,737","734,819",0,"734,819","153,839,556"
,,,43,052,1,20,4,00,,港湾作業船整備費,"3,248,398","453,000",0,"453,000","3,701,398"
,,,43,052,1,82,5,00,,港湾改修費補助,"7,729,554","1,957,080",0,"1,957,080","9,686,634"
,,,43,052,1,20,4,00,,貸付国有港湾施設整備事業費外7目,"15,798,430",0,0,0,"15,798,430"
,,358,,,,,,,エネルギー・鉄鋼港湾施設工事費,,"920,182",0,0,0,"920,182"
,,046,,,,,,,景観形成推進費,,"200,000",0,0,0,"200,000"
,,359,,,,,,,地域連携道路事業費,,"536,582,250",0,0,0,"536,582,250"
,,048,,,,,,,整備新幹線建設推進高度化等事業費,,"2,500,000",0,0,0,"2,500,000"
,,049,,,,,,,整備新幹線整備事業費,,"75,450,000",0,0,0,"75,450,000"
,,360,,,,,,,空港整備事業費自動車安全特別会計へ繰入,,"3,279,265",0,0,0,"3,279,265"
,,051,,,,,,,北海道空港整備事業費自動車安全特別会計へ繰入,,"1,598,000",0,0,0,"1,598,000"
,,052,,,,,,,離島空港整備事業費自動車安全特別会計へ繰入,,"234,000",0,0,0,"234,000"
,,053,,,,,,,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,,"16,516,813",0,0,0,"16,516,813"
,,054,,,,,,,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,,"13,953,000",0,0,0,"13,953,000"
,,055,,,,,,,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,,"2,010,000",0,0,0,"2,010,000"
,,056,,,,,,,都市・地域づくり推進費,,"1,850,022",0,0,0,"1,850,022"
,,057,,,,,,,都市再生・地域再生整備事業費,,"31,571,703",0,0,0,"31,571,703"
,,058,,,,,,,鉄道網整備推進費,,"438,556",0,0,0,"438,556"
,,059,,,,,,,鉄道網整備事業費,,"19,664,000",0,0,0,"19,664,000"
,,060,,,,,,,地域公共交通維持・活性化推進費,,"21,912,024",0,0,0,"21,912,024"
,,096,,,,,,,独立行政法人鉄道建設・運輸施設整備支援機構運営費,,"249,947",0,0,0,"249,947"
,,061,,,,,,,都市・地域交通整備事業費,,"640,000",0,0,0,"640,000"
,,062,,,,,,,道路交通円滑化推進費,,"116,170",0,0,0,"116,170"
,,361,,,,,,,道路交通円滑化事業費,,"189,711,000",0,0,0,"189,711,000"
,,066,,,,,,,社会資本整備・管理効率化推進費,,"1,484,233",0,0,0,"1,484,233"
,,067,,,,,,,不動産市場整備等推進費,,"5,205,222",0,0,0,"5,205,222"
,,068,,,,,,,建設市場整備推進費,,"901,609",0,0,0,"901,609"
,,069,,,,,,,国土交通統計調査費,,"625,790",0,0,0,"625,790"
,,070,,,,,,,国土調査費,,"6,757,350",0,0,0,"6,757,350"
,,130,,,,,,,自動車運送業市場環境整備推進費,,"105,490",0,0,0,"105,490"
,,071,,,,,,,海事産業市場整備等推進費,,"1,327,037",0,0,0,"1,327,037"
,,074,,,,,,,独立行政法人海技教育機構運営費,,"7,180,959",0,0,0,"7,180,959"
,,075,,,,,,,独立行政法人海技教育機構施設整備費,,"225,235",0,0,0,"225,235"
,,076,,,,,,,国土形成推進費,,"529,082",0,0,0,"529,082"
,,280,,,,,,,社会資本総合整備事業費,,"1,882,205,000",0,0,0,"1,882,205,000"
,,282,,,,,,,官民連携基盤整備推進調査費,,"325,000",0,0,0,"325,000"
,,080,,,,,,,地理空間情報整備・活用推進費,,"135,490",0,0,0,"135,490"
,,081,,,,,,,離島振興費,,"5,040,305",0,0,0,"5,040,305"
,,083,,,,,,,離島振興事業費,,"59,084,538","68,000",0,"68,000","59,152,538"
,,,41,051,1,82,5,00,,治山事業費補助,"720,000","68,000",0,"68,000","788,000"
,,,41,051,1,20,4,00,,国有林野内治山事業費外16目,"58,364,538",0,0,0,"58,364,538"
,,085,,,,,,,北海道総合開発推進費,,"787,188",0,0,0,"787,188"
,,086,,,,,,,北海道開発事業費,,"480,125,026","60,000",0,"60,000","480,185,026"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"3,198,839","60,000",0,"60,000","3,258,839"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費外66目,"476,926,187",0,0,0,"476,926,187"
,,089,,,,,,,北海道特定特別総合開発事業推進費,,"4,443,000",0,0,0,"4,443,000"
,,091,,,,,,,技術研究開発推進費,,"2,105,173",0,0,0,"2,105,173"
,,092,,,,,,,国立研究開発法人土木研究所運営費,,"8,577,436",0,0,0,"8,577,436"
,,093,,,,,,,国立研究開発法人土木研究所施設整備費,,"375,146",0,0,0,"375,146"
,,094,,,,,,,国立研究開発法人建築研究所運営費,,"1,753,861",0,0,0,"1,753,861"
,,095,,,,,,,国立研究開発法人建築研究所施設整備費,,"88,006",0,0,0,"88,006"
,,099,,,,,,,国立研究開発法人海上・港湾・航空技術研究所運営費,,"5,122,563",0,0,0,"5,122,563"
,,100,,,,,,,国立研究開発法人海上・港湾・航空技術研究所施設整備費,,"109,126",0,0,0,"109,126"
,,367,,,,,,,独立行政法人自動車技術総合機構運営費,,"752,131",0,0,0,"752,131"
,,105,,,,,,,情報化推進費,,"2,132,168",0,0,0,"2,132,168"
,,106,,,,,,,国際協力費,,"1,469,642",0,0,0,"1,469,642"
,,107,,,,,,,官庁施設保全等推進費,,"168,737",0,0,0,"168,737"
,,108,,,,,,,官庁営繕費,,"17,823,293","1,594,699",0,"1,594,699","19,417,992"
,,,95,016,1,20,2,08,,施設施工旅費,"70,402","9,293",0,"9,293","79,695"
,,,95,016,1,20,3,09,,施設施工庁費,"1,249,701","155,040",0,"155,040","1,404,741"
,,,95,016,1,20,4,15,,施設整備費,"12,443,548","1,430,366",0,"1,430,366","13,873,914"
,,,95,016,1,20,4,15,,不動産購入費,"4,059,642",0,0,0,"4,059,642"
,,362,,,,,,,附帯工事費,,"19,263,000",0,0,0,"19,263,000"
,,348,,,,,,,受託工事費,,"62,818,000",0,0,0,"62,818,000"
,,273,,,,,,,治水海岸事業調査諸費,,"146,560",0,0,0,"146,560"
,,272,,,,,,,水資源開発事業調査諸費,,"1,983",0,0,0,"1,983"
,,364,,,,,,,道路整備事業調査諸費,,"67,986",0,0,0,"67,986"
,,365,,,,,,,港湾事業調査諸費,,"79,125",0,0,0,"79,125"
,,275,,,,,,,都市開発事業調査諸費,,"24,297",0,0,0,"24,297"
,,366,,,,,,,都市水環境整備事業調査諸費,,"6,504",0,0,0,"6,504"
,,276,,,,,,,住宅建設事業調査諸費,,"99,238",0,0,0,"99,238"
,,277,,,,,,,国営公園等事業調査諸費,,"31,092",0,0,0,"31,092"
,,278,,,,,,,下水道事業調査諸費,,"87,804",0,0,0,"87,804"
,,109,,,,,,,河川等災害復旧事業費,,"40,490,512","271,811,854",0,"271,811,854","312,302,366"
,,,49,053,1,20,4,00,,河川等災害復旧費,"14,186,208",0,0,0,"14,186,208"
,,,49,053,1,20,4,00,,道路災害復旧費,"9,703,719","3,397,195",0,"3,397,195","13,100,914"
,,,49,053,1,20,4,00,,港湾災害復旧費,"591,585","4,473,659",0,"4,473,659","5,065,244"
,,,49,053,1,82,5,00,,都市災害復旧事業費補助,"150,000","8,297,000",0,"8,297,000","8,447,000"
,,,49,053,1,82,5,00,,河川等災害復旧事業費補助,"15,216,000","252,089,000",0,"252,089,000","267,305,000"
,,,49,053,1,82,5,00,,港湾施設災害復旧事業費補助,"643,000","3,555,000",0,"3,555,000","4,198,000"
,,283,,,,,,,水資源開発施設災害復旧事業費,,0,"564,000",0,"564,000","564,000"
,,,49,053,1,30,5,00,,水資源開発施設災害復旧事業交付金,0,"564,000",0,"564,000","564,000"
,,284,,,,,,,有料道路災害復旧事業費,,0,"14,800,000",0,"14,800,000","14,800,000"
,,,49,053,1,92,5,00,,独立行政法人日本高速道路保有・債務返済機構有料道路災害復旧事業費補助,0,"14,000,000",0,"14,000,000","14,000,000"
,,,49,053,1,92,5,00,,地方道路公社有料道路災害復旧事業費補助,0,"800,000",0,"800,000","800,000"
,,285,,,,,,,住宅施設災害復旧事業費,,"100,000","453,000",0,"453,000","553,000"
,,,49,088,1,86,5,00,,住宅施設災害復旧事業費補助,"100,000","453,000",0,"453,000","553,000"
,,368,,,,,,,鉄道施設災害復旧事業費,,"910,000","709,000",0,"709,000","1,619,000"
,,,49,053,1,92,5,00,,鉄道施設災害復旧事業費補助,"910,000","709,000",0,"709,000","1,619,000"
,,110,,,,,,,河川等災害関連事業費,,"12,293,981","39,815,951",0,"39,815,951","52,109,932"
,,,49,053,1,20,4,00,,河川等災害関連事業費,"4,767,981","2,306,951",0,"2,306,951","7,074,932"
,,,49,053,1,82,5,00,,河川等災害関連事業費補助,"3,552,000","9,839,000",0,"9,839,000","13,391,000"
,,,49,053,1,82,5,00,,災害関連緊急砂防等事業費補助,"2,757,000","27,357,000",0,"27,357,000","30,114,000"
,,,49,053,1,82,5,00,,港湾施設災害関連事業費補助,"5,000","313,000",0,"313,000","318,000"
,,,49,053,1,82,5,00,,後進地域特例法適用団体補助率差額,"1,212,000",0,0,0,"1,212,000"
,,369,,,,,,,自動車安全特別会計へ繰入,,"2,320,307",0,0,0,"2,320,307"
,,112,,,,,,,自動車重量税業務取扱費自動車安全特別会計へ繰入,,"286,058",0,0,0,"286,058"
,,113,,,,,,,北海道農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"25,000",0,0,0,"25,000"
,,115,,,,,,,離島農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"9,000",0,0,0,"9,000"
,国土地理院,,,,,,,,,,"9,640,345","62,028",0,"62,028","9,702,373"
,,141,,,,,,,国土地理院共通費,,"5,493,986",0,0,0,"5,493,986"
,,142,,,,,,,国土地理院施設費,,"96,306",0,0,0,"96,306"
,,143,,,,,,,災害情報整備推進費,,"516,557","20,110",0,"20,110","536,667"
,,,95,016,2,12,3,09,,測量庁費,"500,081","20,110",0,"20,110","520,191"
,,,95,016,2,12,9,06,,諸謝金外4目,"16,476",0,0,0,"16,476"
,,144,,,,,,,地理空間情報整備・活用等推進費,,"3,439,510","41,918",0,"41,918","3,481,428"
,,,95,016,2,12,2,08,,職員旅費,"86,504",639,0,639,"87,143"
,,,95,016,2,12,3,09,,測量庁費,"3,159,954","41,279",0,"41,279","3,201,233"
,,,95,016,2,12,9,06,,諸謝金外7目,"193,052",0,0,0,"193,052"
,,145,,,,,,,技術研究開発推進費,,"93,986",0,0,0,"93,986"
,地方整備局,,,,,,,,,,"241,131,219","91,308",0,"91,308","241,222,527"
,,161,,,,,,,地方整備局共通費,,"32,975,388",0,0,0,"32,975,388"
,,163,,,,,,,地方整備推進費,,"1,024,074",0,0,0,"1,024,074"
,,167,,,,,,,治水海岸事業工事諸費,,"92,222,793",0,0,0,"92,222,793"
,,168,,,,,,,道路整備事業工事諸費,,"83,187,839",0,0,0,"83,187,839"
,,169,,,,,,,港湾空港整備事業工事諸費,,"19,335,376","19,019",0,"19,019","19,354,395"
,,,43,052,1,20,3,09,,工事雑費,"1,986,989","19,019",0,"19,019","2,006,008"
,,,43,052,1,20,9,06,,諸謝金外25目,"17,348,387",0,0,0,"17,348,387"
,,170,,,,,,,都市環境整備事業工事諸費,,"10,022,667",0,0,0,"10,022,667"
,,164,,,,,,,国営公園等事業工事諸費,,"1,811,372",0,0,0,"1,811,372"
,,165,,,,,,,河川等災害復旧事業等工事諸費,,"551,710","72,289",0,"72,289","623,999"
,,,49,053,1,20,1,04,,超過勤務手当,"194,990","25,549",0,"25,549","220,539"
,,,49,053,1,20,2,08,,日額旅費,"33,151","4,343",0,"4,343","37,494"
,,,49,053,1,20,3,09,,工事雑費,"323,569","42,397",0,"42,397","365,966"
,北海道開発局,,,,,,,,,,"53,939,943","277,607",0,"277,607","54,217,550"
,,171,,,,,,,北海道開発局共通費,,"9,105,611",0,0,0,"9,105,611"
,,172,,,,,,,北海道開発局施設費,,"20,161",0,0,0,"20,161"
,,173,,,,,,,北海道開発行政推進費,,"255,400",0,0,0,"255,400"
,,174,,,,,,,北海道治水海岸事業工事諸費,,"10,887,000",0,0,0,"10,887,000"
,,183,,,,,,,北海道道路整備事業工事諸費,,"18,496,000",0,0,0,"18,496,000"
,,176,,,,,,,北海道港湾空港整備事業工事諸費,,"3,351,000",0,0,0,"3,351,000"
,,177,,,,,,,北海道都市環境整備事業工事諸費,,"1,665,000",0,0,0,"1,665,000"
,,179,,,,,,,北海道国営公園等事業工事諸費,,"118,956",0,0,0,"118,956"
,,180,,,,,,,北海道農業生産基盤整備事業等工事諸費,,"10,025,018",0,0,0,"10,025,018"
,,182,,,,,,,北海道災害復旧事業等工事諸費,,"15,797","277,607",0,"277,607","293,404"
,,,49,053,1,20,1,04,,超過勤務手当,"5,331","93,675",0,"93,675","99,006"
,,,49,053,1,20,2,08,,日額旅費,"2,108","37,035",0,"37,035","39,143"
,,,49,053,1,20,3,09,,工事雑費,"8,358","146,897",0,"146,897","155,255"
,海上保安庁,,,,,,,,,,"211,231,023","4,404,326",0,"4,404,326","215,635,349"
,,251,,,,,,,海上保安官署共通費,,"103,596,947",0,0,0,"103,596,947"
,,252,,,,,,,海上保安官署施設費,,"1,244,329","224,980",0,"224,980","1,469,309"
,,,95,014,1,20,2,08,,施設施工旅費,"15,128","1,107",0,"1,107","16,235"
,,,95,014,1,20,3,09,,施設施工庁費,"545,507",948,0,948,"546,455"
,,,95,014,1,20,4,15,,施設整備費,"646,694","222,925",0,"222,925","869,619"
,,,95,014,1,94,4,15,,不動産購入費,"37,000",0,0,0,"37,000"
,,253,,,,,,,船舶交通安全及海上治安対策費,,"68,985,429","3,567,346",0,"3,567,346","72,552,775"
,,,95,014,2,12,3,09,,航空機及船舶運航費,"37,475,879","3,285,254",0,"3,285,254","40,761,133"
,,,95,014,2,12,3,09,,装備費,"887,203","6,956",0,"6,956","894,159"
,,,95,014,2,20,4,15,,通信設備整備費,"223,500","275,136",0,"275,136","498,636"
,,,95,014,2,12,9,06,,諸謝金外31目,"30,398,847",0,0,0,"30,398,847"
,,254,,,,,,,船舶建造費,,"28,465,318",0,0,0,"28,465,318"
,,255,,,,,,,船舶交通安全基盤整備事業費,,"8,208,867",0,0,0,"8,208,867"
,,256,,,,,,,船舶交通安全基盤整備事業工事諸費,,"730,133",0,0,0,"730,133"
,,257,,,,,,,船舶交通安全基盤災害復旧事業費,,0,"600,412",0,"600,412","600,412"
,,,49,014,1,20,4,00,,船舶交通安全基盤災害復旧費,0,"600,412",0,"600,412","600,412"
,,265,,,,,,,船舶交通安全基盤災害復旧事業工事諸費,,0,"11,588",0,"11,588","11,588"
,,,49,014,1,20,1,04,,超過勤務手当,0,"4,096",0,"4,096","4,096"
,,,49,014,1,20,2,08,,工事施行旅費,0,696,0,696,696
,,,49,014,1,20,3,09,,工事雑費,0,"6,796",0,"6,796","6,796"
環境省,環境本省,,,,,,,,,,"278,006,952","31,221,893",0,"31,221,893","309,228,845"
,,001,,,,,,,環境本省共通費,,"13,652,761",0,0,0,"13,652,761"
,,002,,,,,,,地球温暖化対策推進費,,"1,409,294",0,0,0,"1,409,294"
,,003,,,,,,,石油石炭税財源エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,,"135,400,000",0,0,0,"135,400,000"
,,021,,,,,,,地球環境保全等試験研究費,,"211,186",0,0,0,"211,186"
,,004,,,,,,,地球環境保全費,,"2,185,879",0,0,0,"2,185,879"
,,005,,,,,,,大気・水・土壌環境等保全費,,"5,795,990",0,0,0,"5,795,990"
,,006,,,,,,,廃棄物・リサイクル対策推進費,,"11,673,836","27,309,893",0,"27,309,893","38,983,729"
,,,95,088,2,81,5,16,,災害等廃棄物処理事業費補助金,"200,000","27,124,084",0,"27,124,084","27,324,084"
,,,95,088,2,86,5,16,,災害等廃棄物処理促進費補助金,0,"185,809",0,"185,809","185,809"
,,,95,016,2,12,9,06,,諸謝金外13目,"11,473,836",0,0,0,"11,473,836"
,,007,,,,,,,廃棄物処理施設整備費,,"36,791,403",0,0,0,"36,791,403"
,,008,,,,,,,生物多様性保全等推進費,,"6,227,207",0,0,0,"6,227,207"
,,009,,,,,,,環境保全施設整備費,,"1,628,577",0,0,0,"1,628,577"
,,028,,,,,,,国際観光旅客税財源国際観光資源整備費,,"250,000",0,0,0,"250,000"
,,010,,,,,,,自然公園等事業費,,"7,090,894","699,000",0,"699,000","7,789,894"
,,,45,052,1,20,4,00,,国立公園等整備費,"3,658,799","248,000",0,"248,000","3,906,799"
,,,45,052,1,20,4,00,,国立公園等維持管理費,"1,801,790","258,000",0,"258,000","2,059,790"
,,,45,052,1,82,5,00,,自然環境整備交付金,"1,585,000","193,000",0,"193,000","1,778,000"
,,,45,052,1,20,4,00,,自然公園等事業調査費外1目,"45,305",0,0,0,"45,305"
,,011,,,,,,,化学物質対策推進費,,"2,074,302",0,0,0,"2,074,302"
,,012,,,,,,,環境保健対策推進費,,"16,557,711",0,0,0,"16,557,711"
,,013,,,,,,,自動車重量税財源公害健康被害補償費,,"7,361,000",0,0,0,"7,361,000"
,,014,,,,,,,環境・経済・社会の統合的向上費,,"893,840",0,0,0,"893,840"
,,015,,,,,,,環境政策基盤整備費,,"6,308,570",0,0,0,"6,308,570"
,,016,,,,,,,環境調査研修所,,"1,262,623",0,0,0,"1,262,623"
,,017,,,,,,,環境調査研修所施設費,,"218,354",0,0,0,"218,354"
,,018,,,,,,,独立行政法人環境再生保全機構運営費,,"6,601,247",0,0,0,"6,601,247"
,,019,,,,,,,国立研究開発法人国立環境研究所運営費,,"13,370,483",0,0,0,"13,370,483"
,,020,,,,,,,国立研究開発法人国立環境研究所施設整備費,,"369,953",0,0,0,"369,953"
,,023,,,,,,,石綿健康被害救済事務費労働保険特別会計へ繰入,,"134,139",0,0,0,"134,139"
,,025,,,,,,,廃棄物処理施設整備事業調査諸費,,"4,597",0,0,0,"4,597"
,,024,,,,,,,自然公園等事業工事諸費,,"503,106",0,0,0,"503,106"
,,026,,,,,,,廃棄物処理施設災害復旧事業費,,"30,000","3,213,000",0,"3,213,000","3,243,000"
,,,49,088,1,82,5,00,,廃棄物処理施設災害復旧事業費補助,"30,000","3,213,000",0,"3,213,000","3,243,000"
防衛省,防衛本省,,,,,,,,,,"5,041,570,192","54,525,523",0,"54,525,523","5,096,095,715"
,,001,,,,,,,防衛本省共通費,,"794,411,610","790,732",0,"790,732","795,202,342"
,,,35,030,2,12,9,06,,諸謝金,"273,364","1,290",0,"1,290","274,654"
,,,35,030,2,12,2,08,,職員旅費,"2,907,633","7,138",0,"7,138","2,914,771"
,,,35,030,2,12,3,09,,庁費,"8,290,188","4,209",0,"4,209","8,294,397"
,,,35,030,2,11,3,09,,被服費,"10,231,881","183,167",0,"183,167","10,415,048"
,,,35,030,2,12,3,09,,各所修繕,"8,341,819","541,278",0,"541,278","8,883,097"
,,,35,030,2,11,3,09,,糧食費,"35,727,656","53,650",0,"53,650","35,781,306"
,,,35,030,2,95,9,06,,自衛官任用一時金外35目,"728,639,069",0,0,0,"728,639,069"
,,002,,,,,,,防衛本省施設費,,"3,499,147",0,0,0,"3,499,147"
,,003,,,,,,,自衛官給与費,,"1,413,747,217","188,772",0,"188,772","1,413,935,989"
,,,35,030,2,11,1,02,,職員基本給,"942,643,252","29,813",0,"29,813","942,673,065"
,,,35,030,2,11,1,03,,職員諸手当,"471,103,965","158,959",0,"158,959","471,262,924"
,,004,,,,,,,武器車両等整備費,,"726,382,261","35,116,330",0,"35,116,330","761,498,591"
,,,35,030,2,20,3,09,,通信機器購入費,"97,148,939","3,739,454",0,"3,739,454","100,888,393"
,,,35,030,2,20,3,09,,車両購入費,"8,758,400","12,594,022",0,"12,594,022","21,352,422"
,,,35,030,2,20,3,09,,諸器材購入費,"55,129,652","17,928,811",0,"17,928,811","73,058,463"
,,,35,030,2,12,3,09,,通信維持費,"193,253,726","201,585",0,"201,585","193,455,311"
,,,35,030,2,12,3,09,,車両修理費,"5,656,893","24,014",0,"24,014","5,680,907"
,,,35,030,2,12,3,09,,諸器材等維持費,"53,141,302","628,444",0,"628,444","53,769,746"
,,,35,030,2,20,3,09,,武器購入費外4目,"313,293,349",0,0,0,"313,293,349"
,,005,,,,,,,艦船整備費,,"96,865,997","6,100",0,"6,100","96,872,097"
,,,35,030,2,12,3,09,,艦船修理費,"91,973,510","6,100",0,"6,100","91,979,610"
,,,35,030,2,20,2,08,,艦船建造旅費外4目,"4,892,487",0,0,0,"4,892,487"
,,006,,,,,,,航空機整備費,,"767,332,099","530,506",0,"530,506","767,862,605"
,,,35,030,2,12,3,09,,航空機修理費,"399,645,263","530,506",0,"530,506","400,175,769"
,,,35,030,2,20,4,15,,航空機購入費,"367,686,836",0,0,0,"367,686,836"
,,012,,,,,,,平成26年度甲型警備艦建造費,,"16,945,957",0,0,0,"16,945,957"
,,013,,,,,,,平成26年度潜水艦建造費,,"13,009,255",0,0,0,"13,009,255"
,,014,,,,,,,平成27年度甲Ⅳ型警備艦建造費,,"32,913,671",0,0,0,"32,913,671"
,,015,,,,,,,平成27年度潜水艦建造費,,"16,168,923",0,0,0,"16,168,923"
,,016,,,,,,,平成28年度甲Ⅳ型警備艦建造費,,"16,823,755",0,0,0,"16,823,755"
,,017,,,,,,,平成28年度潜水艦建造費,,"18,909,464",0,0,0,"18,909,464"
,,007,,,,,,,平成29年度潜水艦建造費,,"1,362,017",0,0,0,"1,362,017"
,,008,,,,,,,平成30年度甲Ⅴ型警備艦建造費,,"343,706",0,0,0,"343,706"
,,009,,,,,,,平成30年度潜水艦建造費,,"106,699",0,0,0,"106,699"
,,018,,,,,,,在日米軍等駐留関連諸費,,"421,209,507",0,0,0,"421,209,507"
,,019,,,,,,,独立行政法人駐留軍等労働者労務管理機構運営費,,"3,020,478",0,0,0,"3,020,478"
,,020,,,,,,,防衛協力・交流等推進費,,"500,155",0,0,0,"500,155"
,,021,,,,,,,防衛力基盤整備費,,"698,018,274","17,893,083",0,"17,893,083","715,911,357"
,,,35,030,2,20,2,08,,施設施工旅費,"304,375",213,0,213,"304,588"
,,,35,030,2,12,3,09,,予備隊員業務庁費,"141,904","4,049",0,"4,049","145,953"
,,,35,030,2,12,3,09,,営舎費,"69,132,901","171,242",0,"171,242","69,304,143"
,,,35,030,2,12,3,09,,教育訓練費,"58,896,683","461,096",0,"461,096","59,357,779"
,,,35,030,2,12,3,09,,油購入費,"89,695,209","1,211,172",0,"1,211,172","90,906,381"
,,,35,030,2,12,3,09,,運搬費,"14,702,463","510,049",0,"510,049","15,212,512"
,,,35,030,2,12,3,09,,医療費,"14,993,103","23,793",0,"23,793","15,016,896"
,,,35,030,2,20,4,15,,施設整備費,"126,917,397","15,498,491",0,"15,498,491","142,415,888"
,,,35,030,2,93,4,15,,公務員宿舎施設費,"23,811,634","12,978",0,"12,978","23,824,612"
,,,35,030,2,95,9,06,,即応予備自衛官勤続報奨金外34目,"299,422,605",0,0,0,"299,422,605"
,地方防衛局,,,,,,,,,,"19,895,663","2,464",0,"2,464","19,898,127"
,,031,,,,,,,地方防衛局,,"19,895,663","2,464",0,"2,464","19,898,127"
,,,35,030,2,12,2,08,,職員旅費,"42,663",429,0,429,"43,092"
,,,35,030,2,12,3,09,,庁費,"1,081,948","2,035",0,"2,035","1,083,983"
,,,35,030,2,12,9,06,,諸謝金外18目,"18,771,052",0,0,0,"18,771,052"
,防衛装備庁,,,,,,,,,,"129,638,347","143,350",0,"143,350","129,781,697"
,,500,,,,,,,防衛装備庁共通費,,"19,427,822","2,029",0,"2,029","19,429,851"
,,,35,030,2,12,2,08,,職員旅費,"448,183","2,029",0,"2,029","450,212"
,,,35,030,2,12,9,06,,諸謝金外19目,"18,979,639",0,0,0,"18,979,639"
,,503,,,,,,,防衛装備庁施設費,,"19,213",0,0,0,"19,213"
,,550,,,,,,,防衛力基盤整備費,,"110,191,312","141,321",0,"141,321","110,332,633"
,,,35,030,2,20,4,15,,施設整備費,"812,807","141,321",0,"141,321","954,128"
,,,35,030,2,12,2,08,,職員旅費外18目,"109,378,505",0,0,0,"109,378,505"
